,ind,max_valorX,max_valorY,max_valorZ,media,formula,Ehull,HF,Gap,Energy,natoms,nspecies,thickness,uc_area,average_atomic_number,average_valence_number,average_electronegativity
2170,2288,0.18250000000000455,0.277499999999975,0.20499999999998408,0.22166666666665455,VS2,0.017,-0.862,0.0,-19.268,3,2,2.942,8.842,18.333333333333332,5.666666666666667,2.263333333333333
2171,2289,0.7124999999998636,0.7124999999998636,0.7124999999998636,0.7124999999998636,V2S2O10H4,0.076,-1.456,1.179,-115.959,18,4,5.35,38.464,9.0,4.777777777777778,2.867777777777778
2172,2290,0.37249999999994543,0.3224999999999909,0.2974999999999568,0.33083333333329773,VSe2,0.0,-0.708,0.248,-17.614,3,2,3.204,9.681,30.333333333333332,12.333333333333334,2.243333333333333
2173,2291,0.37000000000000455,0.33749999999997726,0.41749999999996135,0.37499999999998107,VSe2,0.016,-0.692,0.0,-17.566,3,2,3.161,9.704,30.333333333333332,12.333333333333334,2.243333333333333
2174,2292,0.5550000000000637,0.5499999999999545,0.5499999999999545,0.5516666666666575,V2Se2O10H4,0.074,-1.351,0.892,-112.881,18,4,5.874,39.924,11.0,5.888888888888889,2.8644444444444446
2175,2293,0.39999999999997726,0.3424999999999727,0.28249999999997044,0.34166666666664014,Te2V,0.016,-0.307,0.212,-15.854,3,2,3.505,11.213,42.333333333333336,12.333333333333334,1.9433333333333334
2176,2294,0.8375000000000057,0.9625000000000057,0.7050000000000125,0.835000000000008,WAs2,0.161,0.068,0.0,-20.606,3,2,3.774,8.424,46.666666666666664,12.0,2.24
2177,2295,6.017500000000041,5.8950000000000955,5.972500000000082,5.96166666666674,AgAs2Se6Al,0.076,-0.232,0.764,-39.116,10,4,3.516,36.895,33.0,14.0,2.32
2178,2296,6.764999999999986,6.764999999999986,6.764999999999986,6.764999999999986,AgAlP2S6,0.0,-0.433,1.933,-46.108,10,4,3.268,32.05,18.6,6.0,2.34
2179,2297,7.777500000000032,7.777500000000032,7.777500000000032,7.777500000000032,AgSe6AlP2,0.0,-0.316,1.366,-41.364,10,4,3.436,35.64,29.4,12.0,2.322
2180,2298,9.205000000000041,9.205000000000041,9.205000000000041,9.205000000000041,AgTe6AlP2,0.078,-0.069,0.501,-37.221,10,4,3.667,41.47,40.2,12.0,2.052
2181,2299,9.975000000000023,9.280000000000086,9.280000000000086,9.511666666666732,BiAgAs2Se6,0.068,-0.102,0.619,-38.753,10,4,3.71,40.04,40.0,15.2,2.3609999999999998
2182,2300,6.972499999999968,6.845000000000027,6.972499999999968,6.929999999999988,BiAgTe6As2,0.098,0.022,0.014,-35.851,10,4,3.806,45.709,50.8,15.2,2.091
2183,2301,10.134999999999991,10.134999999999991,10.134999999999991,10.134999999999991,BiAgSe6P2,0.0,-0.191,1.101,-41.048,10,4,3.587,39.421,36.4,13.2,2.363
2184,2302,1.3899999999999864,1.3899999999999864,1.3899999999999864,1.3899999999999864,WO2,0.0,-2.017,1.34,-27.784,3,2,2.474,6.956,30.0,6.0,3.08
2185,2303,12.087499999999977,12.087499999999977,12.087499999999977,12.087499999999977,BiAgTe6P2,0.081,0.01,0.401,-37.375,10,4,3.721,44.645,47.2,13.2,2.093
2186,2304,0.22749999999996362,0.21999999999997044,0.2699999999999818,0.23916666666663863,WS2,0.0,-0.874,1.534,-22.262,3,2,3.146,8.79,35.333333333333336,6.0,2.5066666666666664
2187,2305,4.002499999999941,4.042500000000018,4.002499999999941,4.0158333333333,AgCrAs2Se6,0.046,-0.171,0.509,-44.186,10,4,3.502,36.405,34.1,14.3,2.325
2188,2306,3.917500000000018,3.917500000000018,3.917500000000018,3.917500000000018,AgTe6CrAs2,0.057,-0.04,0.249,-41.204,10,4,3.973,43.971,44.9,14.3,2.055
2189,2307,6.947499999999991,6.947499999999991,6.947499999999991,6.947499999999991,AgCrP2S6,0.008,-0.355,1.01,-50.992,10,4,3.251,31.761,19.7,6.3,2.3449999999999998
2190,2308,7.267499999999927,7.4249999999999545,7.279999999999973,7.324166666666618,AgCrSe6P2,0.0,-0.256,0.895,-46.439,10,4,3.406,35.284,30.5,12.3,2.327
2191,2309,0.8299999999999841,0.8024999999999523,0.8599999999999568,0.8308333333332977,WSe2,0.0,-0.594,1.238,-20.234,3,2,3.359,9.54,47.333333333333336,12.666666666666666,2.4866666666666664
2192,2310,6.465000000000032,6.514999999999986,6.465000000000032,6.481666666666683,AgTe6CrP2,0.088,-0.051,0.559,-42.72,10,4,3.599,41.075,41.3,12.3,2.057
2193,2311,0.7174999999999727,0.6974999999999909,0.6974999999999909,0.7041666666666515,WTe2,0.026,-0.109,0.727,-18.223,3,2,3.624,10.915,59.333333333333336,12.666666666666666,2.186666666666667
2194,2314,6.8125,6.8125,6.8125,6.8125,AgGaP2S6,0.0,-0.311,1.27,-44.047,10,4,3.309,32.473,20.4,7.0,2.3600000000000003
2195,2315,8.652500000000032,8.652500000000032,8.652500000000032,8.652500000000032,AgGaSe6P2,0.001,-0.218,0.91,-39.552,10,4,3.464,36.044,31.2,13.0,2.3419999999999996
2196,2319,7.237500000000011,7.237500000000011,7.237500000000011,7.237500000000011,AgInP2S6,0.0,-0.327,1.317,-44.072,10,4,3.408,33.915,22.2,7.0,2.357
2197,2322,7.9375,7.877500000000055,7.877500000000055,7.897500000000036,AgInSe6P2,0.0,-0.233,0.863,-39.557,10,4,3.565,37.494,33.0,13.0,2.3389999999999995
2198,2325,5.659999999999968,5.659999999999968,5.659999999999968,5.659999999999968,AgSbAs2S6,0.096,-0.061,1.11,-41.655,10,4,3.778,37.492,26.0,9.2,2.382
2199,2326,5.837499999999977,5.837499999999977,5.837499999999977,5.837499999999977,AgSbAs2Se6,0.077,-0.061,0.597,-38.079,10,4,3.608,39.321,36.8,15.2,2.364
2200,2329,6.2650000000001,6.212500000000091,6.287500000000023,6.255000000000071,AgSbTe6As2,0.099,0.049,0.007,-35.312,10,4,3.75,45.12,47.6,15.2,2.0940000000000003
2201,2330,9.434999999999945,9.434999999999945,9.434999999999945,9.434999999999945,AgSbSe6P2,0.0,-0.152,1.232,-40.394,10,4,3.558,38.842,33.2,13.2,2.3659999999999997
2202,2331,10.672500000000014,10.672500000000014,10.672500000000014,10.672500000000014,AgSbTe6P2,0.084,0.039,0.475,-36.81,10,4,3.681,43.933,44.0,13.2,2.096
2203,2332,0.1667500000000075,0.3815000000000168,0.31175000000001774,0.28666666666668067,Bi2Zr,0.136,-0.173,0.0,-17.27,3,2,5.019,9.968,68.66666666666667,11.333333333333334,1.79
2204,2333,0.12225000000000819,0.30800000000002115,0.208500000000015,0.21291666666668144,Bi2Zr,0.138,-0.171,0.0,-17.263,3,2,5.05,9.9,68.66666666666667,11.333333333333334,1.79
2205,2334,0.6374999999999886,0.6225000000000023,0.6575000000000273,0.6391666666666728,ZrBr2,0.0,-1.339,0.828,-14.59,3,2,3.652,10.99,36.666666666666664,12.666666666666666,2.4166666666666665
2206,2335,2.7250000000000227,2.7250000000000227,2.7250000000000227,2.7250000000000227,AgScP2S6,0.0,-0.669,2.017,-49.387,10,4,3.365,33.503,19.4,6.0,2.315
2207,2336,3.32000000000005,3.3174999999999955,3.3174999999999955,3.318333333333347,AgScSe6P2,0.0,-0.534,1.634,-44.469,10,4,3.55,36.883,30.2,12.0,2.2969999999999997
2208,2337,0.8125,0.8100000000000023,0.8100000000000023,0.8108333333333348,ZrCl2,0.0,-1.705,0.981,-16.088,3,2,3.416,10.071,24.666666666666668,6.0,2.5500000000000003
2209,2338,0.4925000000000068,0.4625000000000341,0.46750000000002956,0.47416666666669016,ZrI2,0.029,-0.881,0.687,-13.004,3,2,3.878,12.697,48.666666666666664,12.666666666666666,2.216666666666667
2210,2339,6.997499999999945,6.997499999999945,6.997499999999945,6.997499999999945,TlAgP2S6,0.052,-0.2,0.587,-42.538,10,4,3.447,34.88,25.4,7.0,2.383
2211,2340,8.365000000000009,8.365000000000009,8.365000000000009,8.365000000000009,TlAgSe6P2,0.018,-0.127,0.266,-38.229,10,4,3.605,38.386,36.2,13.0,2.3649999999999998
2212,2341,3.552500000000009,3.5375000000000227,3.5499999999999545,3.546666666666662,AgTe6VAs2,0.074,-0.053,0.291,-40.453,10,4,4.077,44.417,44.8,14.2,2.052
2213,2342,0.2925000000000182,0.25,0.24250000000000682,0.261666666666675,ZrS2,0.0,-1.585,1.159,-20.316,3,2,2.892,11.743,24.0,5.333333333333333,2.1633333333333336
2214,2343,7.889999999999986,7.889999999999986,7.889999999999986,7.889999999999986,AgVP2S6,0.009,-0.381,0.371,-50.368,10,4,3.361,32.087,19.6,6.2,2.342
2215,2344,7.964999999999918,7.964999999999918,7.964999999999918,7.964999999999918,AgVSe6P2,0.004,-0.272,0.35,-45.71,10,4,3.552,35.611,30.4,12.2,2.324
2216,2345,0.5024999999999977,0.4849999999999568,0.40749999999997044,0.464999999999975,ZrSe2,0.0,-1.367,0.337,-18.47,3,2,3.161,12.471,36.0,12.0,2.143333333333333
2217,2346,0.4825000000000159,0.375,0.4175000000000182,0.42500000000001137,ZrTe2,0.012,-0.885,0.0,-16.466,3,2,3.595,13.636,48.0,12.0,1.8433333333333335
2218,2347,0.5699999999999932,0.5199999999999818,0.4849999999999568,0.5249999999999773,ZrTe2,0.11,-0.787,0.259,-16.172,3,2,3.723,13.325,48.0,12.0,1.8433333333333335
2219,2349,0.9650000000000318,0.7749999999999773,0.7850000000000819,0.841666666666697,Se4Al2,0.159,-0.555,0.0,-24.737,6,2,3.211,20.343,27.0,11.666666666666666,2.236666666666667
2220,2350,2.2749999999999773,2.259999999999991,2.259999999999991,2.2649999999999864,AlP2S6Li,0.0,-0.661,2.824,-47.434,10,4,3.007,35.698,14.2,5.0,2.245
2221,2351,2.6575000000000273,2.6550000000000864,2.6550000000000864,2.6558333333334,Se6AlP2Li,0.0,-0.494,2.036,-42.196,10,4,3.212,39.215,25.0,11.0,2.227
2222,2352,2.240000000000009,2.222499999999968,2.222499999999968,2.2283333333333153,As2NaAlS6,0.09,-0.46,1.645,-43.443,10,4,3.291,40.292,18.6,7.0,2.2380000000000004
2223,2353,2.572499999999991,2.5650000000000546,2.5650000000000546,2.567500000000033,As2Se6NaAl,0.086,-0.389,1.046,-39.156,10,4,3.515,43.855,29.4,13.0,2.2199999999999998
2224,2354,2.4424999999999955,2.5,2.4424999999999955,2.461666666666664,Au2S4,0.133,0.073,0.0,-22.136,6,2,1.138,35.313,37.0,7.666666666666667,2.566666666666667
2225,2355,6.847499999999968,6.847499999999968,6.847499999999968,6.847499999999968,NaAlP2S6,0.0,-0.642,2.952,-46.663,10,4,3.158,37.502,15.0,5.0,2.2399999999999998
2226,2356,9.230000000000018,9.230000000000018,9.230000000000018,9.230000000000018,Se6NaAlP2,0.0,-0.482,2.133,-41.495,10,4,3.37,41.203,25.8,11.0,2.222
2227,2357,0.37750000000005457,0.37750000000005457,0.37750000000005457,0.37750000000005457,Ba2Br4,0.075,-2.191,4.678,-23.142,6,2,3.286,40.364,42.0,12.0,2.27
2228,2358,0.3450000000000273,0.3450000000000273,0.3450000000000273,0.3450000000000273,Ba2I4,0.043,-1.794,3.633,-20.335,6,2,3.731,44.517,54.0,12.0,2.07
2229,2359,61.9,61.9,61.9,61.9,Br4Be2,0.056,-1.005,4.279,-19.772,6,2,2.636,25.833,24.666666666666668,12.0,2.4966666666666666
2230,2360,61.9,61.9,61.9,61.9,Cl4Be2,0.041,-1.398,5.37,-22.931,6,2,2.4,22.507,12.666666666666666,5.333333333333333,2.6300000000000003
2231,2361,5.177500000000009,5.097500000000082,5.097500000000082,5.124166666666724,AuBiP2S6,0.003,-0.24,1.441,-45.405,10,4,3.526,35.944,28.8,7.2,2.442
2232,2362,5.362500000000011,5.362500000000011,5.362500000000011,5.362500000000011,Ca2Br4,0.059,-2.035,4.598,-22.573,6,2,3.211,31.379,30.0,12.0,2.3066666666666666
2233,2363,0.42250000000001364,0.5349999999999682,0.42250000000001364,0.45999999999999847,Ca2Cl4,0.063,-2.369,5.406,-25.376,6,2,2.932,28.594,18.0,5.333333333333333,2.44
2234,2364,4.517499999999927,4.517499999999927,4.517499999999927,4.517499999999927,AuBiSe6P2,0.0,-0.158,0.889,-41.014,10,4,3.647,39.229,39.6,13.2,2.424
2235,2365,0.5375000000000227,0.3450000000000273,0.3350000000000364,0.40583333333336213,I4Ca2,0.071,-1.595,3.45,-19.508,6,2,3.58,35.838,42.0,12.0,2.106666666666667
2236,2367,1.099999999999909,0.8374999999998636,1.5950000000000273,1.1774999999999334,AuCrAs2Se6,0.089,-0.14,0.552,-44.157,10,4,3.756,39.035,37.3,14.3,2.386
2237,2368,1.2424999999998363,1.1399999999998727,1.3975000000000364,1.2599999999999152,AuTe6CrAs2,0.076,-0.033,0.0,-41.421,10,4,3.939,44.272,48.1,14.3,2.116
2238,2369,0.5049999999999955,0.5049999999999955,0.5049999999999955,0.5049999999999955,Co2Br4,0.001,-0.36,0.131,-24.954,6,2,4.754,25.565,32.333333333333336,14.333333333333334,2.6
2239,2370,0.6424999999999272,0.6424999999999272,0.6424999999999272,0.6424999999999272,Co2O4,0.076,-0.838,0.0,-41.98,6,2,4.083,10.444,14.333333333333334,7.0,2.92
2240,2371,1.19500000000005,1.2100000000000364,1.19500000000005,1.2000000000000455,Cr2Br4,0.063,-0.691,0.495,-29.3,6,2,2.926,26.926,31.333333333333332,13.333333333333334,2.526666666666667
2241,2372,0.94500000000005,0.94500000000005,0.94500000000005,0.94500000000005,Cr2Cl4,0.053,-0.986,0.753,-31.873,6,2,2.669,24.852,19.333333333333332,6.666666666666667,2.66
2242,2373,1.4075000000000273,1.4075000000000273,1.4075000000000273,1.4075000000000273,Cr2F4,0.117,-2.329,1.396,-39.14,6,2,1.86,20.369,14.0,6.666666666666667,3.2066666666666666
2243,2374,1.0350000000000819,2.035000000000082,1.4075000000000273,1.4925000000000637,Cr2S4,0.107,-0.565,0.0,-38.521,6,2,3.269,16.438,18.666666666666668,6.0,2.2733333333333334
2244,2375,0.5325000000000273,0.5599999999999454,0.5275000000000318,0.5400000000000015,Cr2Se4,0.051,-0.435,0.0,-35.356,6,2,3.537,17.943,30.666666666666668,12.666666666666666,2.2533333333333334
2245,2376,1.0850000000000364,1.9650000000000318,1.7075000000000955,1.5858333333333878,Te4Cr2,0.015,-0.199,0.0,-32.829,6,2,3.488,23.504,42.666666666666664,12.666666666666666,1.9533333333333334
2246,2377,1.322499999999991,0.7824999999999136,0.7824999999999136,0.9624999999999394,Te4Cr2,0.091,-0.123,0.0,-32.374,6,2,3.91,20.535,42.666666666666664,12.666666666666666,1.9533333333333334
2247,2378,0.5124999999999318,0.5124999999999318,0.5124999999999318,0.5124999999999318,Cu2Br4,0.021,-0.303,0.037,-15.51,6,2,2.854,25.747,33.0,15.0,2.606666666666667
2248,2379,0.4275000000000091,0.4350000000000591,0.43250000000000455,0.4316666666666909,Cu2Br4,0.04,-0.284,0.0,-15.394,6,2,4.994,24.483,33.0,15.0,2.606666666666667
2249,2380,6.935000000000059,6.935000000000059,6.935000000000059,6.935000000000059,Cu2Cl4,0.003,-0.506,0.264,-17.528,6,2,2.631,23.351,21.0,8.333333333333334,2.74
2250,2381,1.3100000000000591,1.25,1.322499999999991,1.2941666666666833,Cu2F4,0.011,-1.595,0.825,-23.268,6,2,1.952,18.038,15.666666666666666,8.333333333333334,3.2866666666666666
2251,2382,4.957499999999982,10.199999999999932,4.875,6.677499999999971,AuPdP2S6,0.094,-0.16,0.0,-43.746,10,4,3.766,33.383,25.1,6.7,2.46
2252,2383,1.7150000000000318,1.6900000000000546,1.7000000000000455,1.7016666666667106,AuSbP2S6,0.0,-0.196,1.683,-44.694,10,4,3.527,35.637,25.6,7.2,2.445
2253,2384,1.8924999999999272,1.8624999999999545,1.8574999999998454,1.8708333333332423,AuSbSe6P2,0.006,-0.117,0.866,-40.337,10,4,3.639,38.929,36.4,13.2,2.427
2254,2385,0.8824999999999363,0.8824999999999363,0.8824999999999363,0.8824999999999363,Fe2O4,0.058,-1.078,0.0,-45.048,6,2,4.106,10.676,14.0,6.666666666666667,2.9033333333333338
2255,2386,0.34749999999996817,0.3324999999999818,0.3324999999999818,0.33749999999997726,Fe2S4,0.148,-0.383,0.654,-36.692,6,2,2.951,17.184,19.333333333333332,6.666666666666667,2.33
2256,2387,0.5375000000000227,0.36749999999995,0.3949999999999818,0.4333333333333182,Fe2Se4,0.061,-0.299,0.575,-33.81,6,2,3.179,18.888,31.333333333333332,13.333333333333334,2.31
2257,2388,0.7074999999999818,0.4474999999999909,0.4599999999999227,0.5383333333332985,Te4Fe2,0.092,-0.101,0.282,-31.512,6,2,3.482,21.664,43.333333333333336,13.333333333333334,2.0100000000000002
2258,2389,61.9,61.9,61.9,61.9,Hf2Br4,0.0,-1.163,0.84,-28.33,6,2,4.172,22.114,47.333333333333336,12.666666666666666,2.4066666666666667
2259,2390,61.9,61.9,61.9,61.9,Hf2Cl4,0.044,-1.503,0.852,-31.169,6,2,3.881,20.199,35.333333333333336,6.0,2.54
2260,2391,61.9,61.9,61.9,61.9,Hf2I4,0.063,-0.725,0.627,-25.278,6,2,4.49,25.378,59.333333333333336,12.666666666666666,2.2066666666666666
2261,2392,1.3400000000001455,1.2250000000001364,1.5050000000001091,1.356666666666797,AuTe6VAs2,0.097,-0.051,0.235,-40.721,10,4,4.067,44.348,48.0,14.2,2.113
2262,2393,1.474999999999909,1.3900000000001,1.3900000000001,1.4183333333333696,AuVSe6P2,0.052,-0.223,0.437,-45.509,10,4,3.653,35.754,33.6,12.2,2.385
2263,2394,1.5774999999999864,1.517500000000041,1.6100000000000136,1.568333333333347,BiCuAs2S6,0.091,-0.118,1.062,-43.33,10,4,3.74,36.223,27.4,9.2,2.3760000000000003
2264,2395,7.357499999999959,7.262499999999932,7.262499999999932,7.294166666666608,BiCuAs2Se6,0.09,-0.1,0.387,-39.574,10,4,3.755,38.912,38.2,15.2,2.3579999999999997
2265,2396,8.207499999999982,8.200000000000045,8.200000000000045,8.202500000000024,BiCuP2S6,0.0,-0.289,1.417,-46.435,10,4,3.503,34.858,23.8,7.2,2.378
2266,2397,3.509999999999991,3.509999999999991,3.509999999999991,3.509999999999991,BiCuSe6P2,0.0,-0.182,1.009,-41.8,10,4,3.628,38.216,34.6,13.2,2.36
2267,2398,2.255000000000109,2.2725000000000364,2.2625000000000455,2.263333333333397,BiS2O6F,0.0,-1.384,2.496,-59.002,10,4,5.431,21.59,17.2,7.0,3.18
2268,2399,0.8924999999999272,0.7524999999998272,1.0774999999998727,0.9074999999998757,BiS2O6H,0.0,-1.184,2.494,-58.741,10,4,4.797,20.885,16.4,6.4,3.002
2269,2400,2.355000000000018,2.5074999999999363,2.3574999999998454,2.4066666666666,BiTe2O6H,0.024,-1.129,2.979,-56.441,10,4,6.052,21.235,23.6,8.4,2.9059999999999997
2270,2401,2.4400000000000546,2.3899999999999864,2.419999999999959,2.4166666666666665,CoAs2Se6Li,0.082,-0.268,0.333,-43.02,10,4,3.301,35.006,30.0,13.6,2.252
2271,2402,0.6800000000000637,0.6800000000000637,0.6800000000000637,0.6800000000000637,Mg2Cl4,0.139,-1.748,4.504,-20.862,6,2,3.544,23.145,15.333333333333334,5.333333333333333,2.5433333333333334
2272,2403,1.1124999999999545,1.1124999999999545,1.1124999999999545,1.1124999999999545,CoP2S6Li,0.0,-0.457,1.02,-49.883,10,4,3.072,29.519,15.6,5.6,2.2720000000000002
2273,2404,0.3575000000000159,0.3575000000000159,0.3575000000000159,0.3575000000000159,I4Mg2,0.089,-0.992,2.639,-15.103,6,2,4.278,30.054,39.333333333333336,12.0,2.2100000000000004
2274,2405,1.7374999999999545,1.4624999999999773,1.5974999999999682,1.5991666666666333,CoSe6P2Li,0.009,-0.359,0.833,-45.338,10,4,3.219,33.37,26.4,11.6,2.254
2275,2406,1.8774999999999409,1.7825000000000273,1.8550000000000182,1.8383333333333287,CoAs2Se6Na,0.093,-0.254,0.343,-42.302,10,4,3.403,36.743,30.8,13.6,2.247
2276,2407,1.0,0.9325000000000045,0.9325000000000045,0.9550000000000031,Mn2Se4,0.053,-0.417,0.0,-35.864,6,2,3.355,18.627,31.0,13.0,2.2166666666666663
2277,2408,1.3799999999999955,1.3799999999999955,1.3799999999999955,1.3799999999999955,Te4Mn2,0.038,-0.162,0.0,-33.224,6,2,4.32,21.456,43.0,13.0,1.9166666666666667
2278,2409,1.1024999999999636,0.9950000000000045,0.9950000000000045,1.0308333333333242,Te4Mn2,0.04,-0.16,0.0,-33.214,6,2,3.69,21.356,43.0,13.0,1.9166666666666667
2279,2410,1.0225000000000364,1.0225000000000364,1.0225000000000364,1.0225000000000364,CoNaP2S6,0.024,-0.412,0.616,-48.853,10,4,3.16,31.137,16.4,5.6,2.2670000000000003
2280,2411,1.0249999999999773,1.0249999999999773,1.0249999999999773,1.0249999999999773,CoSe6NaP2,0.049,-0.33,0.525,-44.458,10,4,3.313,35.062,27.2,11.6,2.2489999999999997
2281,2412,1.4950000000000045,1.4950000000000045,1.4950000000000045,1.4950000000000045,Mo2O4,0.186,-1.821,0.0,-53.826,6,2,2.619,14.729,19.333333333333332,6.0,3.013333333333333
2282,2413,0.50750000000005,0.46249999999997726,0.46249999999997726,0.47750000000000153,Mo2S4,0.18,-0.741,0.051,-43.161,6,2,3.463,18.221,24.666666666666668,6.0,2.44
2283,2414,1.1100000000000136,1.0850000000000364,1.0850000000000364,1.0933333333333621,Mo2Se4,0.109,-0.598,0.041,-39.926,6,2,3.747,19.585,36.666666666666664,12.666666666666666,2.42
2284,2415,1.1124999999999545,0.9099999999998545,1.7024999999998727,1.2416666666665606,Te6CrCuAs2,0.076,-0.03,0.0,-41.937,10,4,3.978,43.06,43.1,14.3,2.052
2285,2416,1.11749999999995,1.11749999999995,1.11749999999995,1.11749999999995,Mo2Te4,0.013,-0.288,0.0,-36.949,6,2,4.125,21.971,48.666666666666664,12.666666666666666,2.12
2286,2417,1.0950000000000273,1.2074999999999818,1.3949999999999818,1.232499999999997,CrCuSe6P2,0.0,-0.244,0.811,-47.15,10,4,3.507,34.321,28.7,12.3,2.324
2287,2418,0.5850000000000364,0.49250000000006366,0.4900000000000091,0.5225000000000364,Nb2I4,0.123,-0.369,0.0,-28.783,6,2,4.243,25.015,49.0,13.0,2.3066666666666666
2288,2419,0.3125,0.5325000000000273,0.3300000000000409,0.3916666666666894,Ni2S4,0.035,-0.265,0.824,-32.398,6,2,1.16,27.9,20.0,7.333333333333333,2.356666666666667
2289,2420,0.25,0.5649999999999409,0.30499999999995,0.37333333333329694,Ni2Se4,0.067,-0.191,1.015,-29.573,6,2,1.375,31.424,32.0,14.0,2.3366666666666664
2290,2421,61.9,61.9,61.9,61.9,Te4Ni2,0.176,-0.065,0.921,-27.702,6,2,1.56,37.027,44.0,14.0,2.0366666666666666
2291,2422,0.052500000000009095,0.04750000000001364,0.04750000000001364,0.04916666666667879,K4O2,0.058,-0.988,0.525,-21.057,6,2,2.323,29.59,15.333333333333334,2.6666666666666665,1.6933333333333334
2292,2423,0.040000000000020464,0.08000000000004093,0.0625,0.0608333333333538,K4O2,0.095,-0.951,0.608,-20.83,6,2,2.506,28.279,15.333333333333334,2.6666666666666665,1.6933333333333334
2293,2424,0.09500000000002728,0.16250000000002274,0.2125000000000341,0.1566666666666947,Rb4O2,0.0,-0.919,0.338,-19.401,6,2,2.631,31.335,27.333333333333332,2.6666666666666665,1.6933333333333334
2294,2425,61.9,61.9,61.9,61.9,Tl4O2,0.0,-0.586,0.819,-23.755,6,2,3.052,22.227,56.666666666666664,10.666666666666666,2.5066666666666664
2295,2426,1.392500000000041,1.392500000000041,1.392500000000041,1.392500000000041,Os2O4,0.138,-0.838,0.169,-47.906,6,2,2.501,14.994,30.666666666666668,6.666666666666667,3.026666666666667
2296,2427,0.5400000000000773,0.5400000000000773,0.5400000000000773,0.5400000000000773,Os2S4,0.081,-0.3,0.53,-40.491,6,2,3.093,19.501,36.0,6.666666666666667,2.4533333333333336
2297,2428,0.9175000000000182,0.61749999999995,0.6675000000000182,0.7341666666666621,InCuP2S6,0.0,-0.346,1.546,-45.097,10,4,3.416,32.937,20.4,7.0,2.354
2298,2429,0.3250000000000455,0.5699999999999363,0.27749999999991815,0.3908333333333,InCuSe6P2,0.0,-0.229,0.908,-40.356,10,4,3.567,36.609,31.2,13.0,2.3359999999999994
2299,2430,0.8849999999999909,0.8349999999999227,0.8349999999999227,0.8516666666666121,Os2Se4,0.0,-0.173,0.567,-37.353,6,2,3.331,21.126,48.0,13.333333333333334,2.433333333333333
2300,2431,0.9599999999999227,0.9449999999999363,0.9449999999999363,0.9499999999999318,Os2Te4,0.071,0.0,0.713,-35.201,6,2,3.621,23.771,60.0,13.333333333333334,2.1333333333333333
2301,2432,11.615000000000009,4.4325000000000045,4.875,6.9741666666666715,Pb2Br4,0.037,-0.928,1.938,-19.425,6,2,3.323,34.713,50.666666666666664,16.0,2.75
2302,2433,3.3200000000001637,3.292500000000018,3.292500000000018,3.3016666666667334,SbCuAs2Se6,0.098,-0.06,0.509,-38.91,10,4,3.937,39.605,35.0,15.2,2.3609999999999998
2303,2434,3.222499999999968,3.222499999999968,3.222499999999968,3.222499999999968,Pb2Cl4,0.032,-1.146,2.607,-21.533,6,2,2.939,32.944,38.666666666666664,9.333333333333334,2.8833333333333333
2304,2435,5.9375,5.782500000000027,5.782500000000027,5.834166666666685,Pb2Cl4,0.045,-1.132,2.776,-21.452,6,2,3.31,40.075,38.666666666666664,9.333333333333334,2.8833333333333333
2305,2436,2.1825000000000045,2.1825000000000045,2.1825000000000045,2.1825000000000045,Pb2F4,0.07,-2.432,4.397,-28.457,6,2,1.817,24.261,33.333333333333336,9.333333333333334,3.4299999999999997
2306,2437,3.4575000000000387,3.4575000000000387,3.4575000000000387,3.4575000000000387,Pb2I4,0.055,-0.637,1.226,-17.255,6,2,3.745,37.747,62.666666666666664,16.0,2.5500000000000003
2307,2438,4.532500000000027,4.497500000000059,4.497500000000059,4.509166666666715,Pb2I4,0.073,-0.619,1.701,-17.145,6,2,4.237,48.86,62.666666666666664,16.0,2.5500000000000003
2308,2439,2.212500000000091,2.2425000000000637,2.2250000000000227,2.2266666666667256,SbCuP2S6,0.0,-0.247,1.672,-45.749,10,4,3.5,34.467,20.6,7.2,2.3810000000000002
2309,2440,0.15499999999997272,0.23250000000001592,0.13749999999998863,0.1749999999999924,NbTeS,0.106,-0.721,0.0,-19.773,3,3,3.357,10.779,36.333333333333336,9.0,2.0933333333333333
2310,2441,0.8949999999999818,0.6324999999999363,0.7274999999999636,0.7516666666666273,SbCuSe6P2,0.0,-0.144,1.049,-41.148,10,4,3.611,37.849,31.4,13.2,2.363
2311,2442,1.5974999999999682,1.5974999999999682,1.5974999999999682,1.5974999999999682,Pd2Br4,0.016,-0.358,0.709,-16.129,6,2,2.73,30.091,38.666666666666664,14.666666666666666,2.706666666666667
2312,2443,1.4774999999999636,1.4774999999999636,1.4774999999999636,1.4774999999999636,Pd2F4,0.0,-1.285,0.782,-21.699,6,2,2.114,21.637,21.333333333333332,8.0,3.3866666666666667
